ID;area_calc;elev_mean;elev_med;elev_std;elev_ran;slope_mean;mvert_dist;mvert_ang;elon_ratio;strm_dens;p_mean;et0_mean;eta_mean;arid_1;arid_2;p_season;frac_snow;hi_prec_fr;hi_prec_du;hi_prec_ti;lo_prec_fr;lo_prec_du;lo_prec_ti;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_condu;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_ig_fra;gc_mt_fra;gc_pa_fra;gc_pb_fra;gc_pi_fra;gc_py_fra;gc_sc_fra;gc_sm_fra;gc_ss_fra;gc_su_fra;gc_va_fra;gc_vb_fra;gc_wb_fra;geol_perme;geol_poros
697;321.498;636;636;40;184;51;33.2;11;0.609;0.35;3.46;2.41;1.77;0.70;0.80;0.36;0.07;11.45;1.18;jja;185.40;3.11;djf;231;0.337;0.000;0.356;0.000;0.184;0.079;3.09;2.71;0.68;0.23;0.80;0.58;15.27;1.30;0.53;0.397;0.20;0.424;0.320;0.256;0.063;0.050;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.043;0.000;0.788;0.000;0.000;0.169;-12.0;0.223
698;390.399;504;504;22;149;49;40.1;60;0.557;0.37;2.76;2.31;1.60;0.84;0.96;0.28;0.05;11.90;1.17;jja;199.95;3.35;djf;211;0.762;0.000;0.177;0.000;0.000;0.051;2.77;2.43;0.70;0.26;0.83;0.60;18.82;1.30;0.47;0.419;0.16;0.470;0.300;0.230;0.097;0.005;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.907;0.000;0.093;0.000;0.000;0.000;-12.2;0.196
699;133.719;479;479;29;151;44;24.2;355;0.540;0.39;2.82;2.38;1.62;0.84;0.98;0.30;0.05;12.55;1.17;jja;197.60;3.31;son;211;0.830;0.000;0.122;0.000;0.000;0.042;2.76;2.46;0.71;0.25;0.85;0.63;27.30;1.30;0.46;0.381;0.16;0.492;0.296;0.212;0.121;0.005;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.403;0.000;0.597;0.000;0.000;0.000;-11.7;0.217
700;555.940;481;482;20;138;56;42.2;48;0.630;0.42;2.87;2.32;1.60;0.81;0.98;0.33;0.05;12.20;1.13;jja;195.45;3.30;djf;211;0.826;0.000;0.144;0.000;0.000;0.028;2.48;2.18;0.69;0.24;0.82;0.62;16.41;1.30;0.47;0.405;0.16;0.463;0.319;0.218;0.126;0.006;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.916;0.000;0.084;0.000;0.000;0.000;-12.0;0.198
701;715.705;473;478;27;179;56;60.5;52;0.499;0.39;2.85;2.31;1.59;0.81;0.99;0.33;0.05;12.45;1.14;jja;196.25;3.32;djf;211;0.800;0.000;0.166;0.000;0.001;0.031;2.49;2.18;0.68;0.24;0.82;0.62;15.17;1.30;0.47;0.436;0.16;0.467;0.313;0.220;0.121;0.005;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.899;0.000;0.100;0.000;0.000;0.001;-11.9;0.199
702;1424.030;442;453;48;243;58;89.9;64;0.474;0.37;2.76;2.27;1.60;0.82;0.97;0.31;0.05;12.45;1.15;jja;197.95;3.36;djf;211;0.776;0.000;0.190;0.000;0.001;0.029;2.53;2.22;0.69;0.24;0.83;0.61;13.49;1.30;0.47;0.503;0.16;0.482;0.297;0.221;0.113;0.005;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.893;0.000;0.107;0.000;0.000;0.000;-11.9;0.199
703;314.945;483;484;18;116;57;30.9;51;0.647;0.45;2.87;2.33;1.61;0.81;0.97;0.32;0.05;12.35;1.13;NA;195.35;3.30;djf;211;0.845;0.000;0.122;0.000;0.000;0.030;2.44;2.16;0.69;0.23;0.82;0.62;17.06;1.30;0.47;0.360;0.16;0.454;0.333;0.213;0.139;0.006;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.950;0.000;0.050;0.000;0.000;0.000;-12.2;0.194
704;141.671;485;485;16;101;55;25.3;66;0.532;0.37;2.85;2.32;1.59;0.81;0.99;0.33;0.05;12.50;1.14;jja;197.00;3.31;djf;211;0.831;0.000;0.140;0.000;0.000;0.028;2.49;2.20;0.69;0.24;0.82;0.61;15.51;1.30;0.47;0.373;0.16;0.465;0.310;0.225;0.116;0.005;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.899;0.000;0.101;0.000;0.000;0.000;-11.9;0.199
705;273.683;436;441;33;199;62;32.9;59;0.567;0.35;2.74;2.26;1.59;0.82;0.97;0.33;0.05;13.70;1.16;jja;201.50;3.39;djf;211;0.741;0.000;0.234;0.000;0.000;0.022;2.52;2.19;0.68;0.26;0.83;0.60;11.87;1.30;0.47;0.613;0.16;0.475;0.296;0.229;0.101;0.005;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.952;0.000;0.048;0.000;0.000;0.000;-12.2;0.194
706;213.173;460;440;90;685;102;24.1;150;0.682;0.47;2.68;2.17;1.59;0.81;0.84;0.10;0.08;13.35;1.17;jja;203.05;3.49;son;231;0.511;0.000;0.441;0.000;0.000;0.041;3.52;3.27;0.75;0.21;0.90;0.74;2.68;1.24;0.43;0.824;0.14;0.667;0.187;0.146;0.084;0.005;pa;0.000;0.451;0.475;0.000;0.041;0.000;0.000;0.003;0.000;0.030;0.000;0.000;0.000;-14.0;0.017
707;362.640;713;699;185;1092;111;28.2;171;0.762;0.62;3.14;2.08;1.61;0.66;0.67;0.19;0.13;11.05;1.19;NA;184.65;3.20;son;231;0.390;0.000;0.507;0.000;0.000;0.036;4.14;3.88;0.76;0.18;0.89;0.78;1.16;1.20;0.45;0.586;0.15;0.591;0.247;0.162;0.106;0.015;mt;0.000;0.793;0.204;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-14.1;0.010
708;761.598;718;707;201;1119;110;33.7;194;0.925;0.59;3.06;2.09;1.58;0.68;0.66;0.19;0.13;11.50;1.19;jja;186.50;3.21;son;231;0.410;0.000;0.501;0.000;0.000;0.030;4.03;3.78;0.76;0.17;0.90;0.80;1.13;1.19;0.45;0.579;0.15;0.592;0.246;0.161;0.109;0.015;mt;0.000;0.726;0.266;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-14.1;0.010
709;378.699;737;728;210;1022;109;30.1;193;0.728;0.56;3.01;2.09;1.56;0.69;0.66;0.19;0.14;12.00;1.20;jja;188.05;3.23;son;231;0.416;0.000;0.504;0.000;0.000;0.026;3.97;3.71;0.75;0.16;0.91;0.82;1.10;1.17;0.46;0.561;0.15;0.589;0.249;0.162;0.112;0.016;mt;0.000;0.647;0.339;0.000;0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-14.1;0.010
710;9719.543;1898;1965;679;3524;360;236.4;54;0.471;0.70;4.22;2.07;0.91;0.49;0.67;0.39;0.39;8.15;1.12;jja;148.90;2.82;djf;312;0.089;0.299;0.304;0.028;0.003;0.028;2.22;2.13;0.56;0.03;0.70;0.81;0.71;0.62;0.44;0.070;0.09;0.551;0.291;0.158;0.120;0.013;mt;0.004;0.580;0.057;0.005;0.000;0.000;0.291;0.016;0.003;0.035;0.002;0.006;0.001;-12.2;0.036
711;10164.595;1844;1917;711;3562;350;247.3;49;0.460;0.70;4.23;2.08;0.95;0.49;0.67;0.39;0.38;8.00;1.13;jja;148.55;2.79;djf;312;0.104;0.286;0.310;0.027;0.003;0.029;2.29;2.20;0.57;0.04;0.71;0.80;1.13;0.64;0.44;0.072;0.09;0.544;0.293;0.162;0.120;0.013;mt;0.004;0.555;0.054;0.005;0.000;0.000;0.295;0.018;0.005;0.055;0.002;0.006;0.002;-12.2;0.042
712;11923.785;1672;1721;781;3562;314;267.8;44;0.460;0.68;4.17;2.13;1.07;0.51;0.68;0.38;0.34;7.70;1.14;jja;149.70;2.80;djf;312;0.163;0.243;0.322;0.023;0.004;0.032;2.53;2.38;0.60;0.07;0.75;0.79;2.92;0.72;0.45;0.087;0.11;0.522;0.299;0.179;0.113;0.015;mt;0.004;0.473;0.046;0.004;0.000;0.000;0.279;0.030;0.013;0.142;0.002;0.005;0.003;-12.0;0.064
713;13296.472;1547;1545;824;3632;286;309.6;46;0.420;0.66;4.05;2.15;1.13;0.53;0.70;0.38;0.31;7.35;1.12;jja;150.55;2.82;djf;312;0.224;0.218;0.308;0.020;0.004;0.034;2.56;2.39;0.61;0.09;0.76;0.77;4.30;0.79;0.46;0.121;0.11;0.514;0.301;0.185;0.109;0.015;mt;0.003;0.424;0.042;0.004;0.000;0.000;0.250;0.056;0.012;0.200;0.001;0.004;0.003;-11.9;0.081
714;25993.417;1253;1056;782;3735;245;372.0;49;0.489;0.65;4.12;2.17;1.28;0.53;0.67;0.36;0.26;6.65;1.14;jja;146.65;2.75;djf;312;0.299;0.142;0.340;0.013;0.007;0.040;2.88;2.68;0.66;0.12;0.81;0.77;5.56;0.80;0.46;0.146;0.12;0.488;0.314;0.198;0.109;0.015;mt;0.002;0.322;0.041;0.002;0.000;0.000;0.260;0.184;0.007;0.168;0.002;0.006;0.007;-11.9;0.099
715;702.523;920;809;256;1415;186;37.2;22;0.804;0.71;4.55;2.39;1.75;0.53;0.66;0.40;0.17;8.75;1.17;jja;163.85;2.80;djf;231;0.314;0.005;0.551;0.000;0.017;0.042;4.09;3.77;0.76;0.21;0.91;0.75;5.16;0.98;0.48;0.091;0.14;0.393;0.369;0.238;0.096;0.010;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.450;0.143;0.000;0.392;0.000;0.000;0.014;-11.6;0.153
716;766.495;890;786;265;1468;175;39.5;38;0.792;0.69;4.47;2.39;1.77;0.53;0.67;0.40;0.16;8.90;1.18;jja;164.80;2.82;djf;231;0.335;0.005;0.529;0.000;0.016;0.049;4.05;3.71;0.76;0.22;0.92;0.75;5.90;1.01;0.48;0.098;0.14;0.401;0.362;0.237;0.095;0.009;su;0.000;0.000;0.000;0.000;0.000;0.000;0.413;0.144;0.000;0.430;0.000;0.000;0.013;-11.5;0.161
717;1077.945;802;734;278;1501;147;45.5;50;0.814;0.67;4.28;2.39;1.78;0.56;0.69;0.39;0.14;9.15;1.20;jja;167.20;2.85;djf;231;0.394;0.004;0.474;0.000;0.012;0.052;3.99;3.62;0.76;0.24;0.93;0.72;9.54;1.08;0.49;0.119;0.15;0.408;0.347;0.245;0.088;0.015;su;0.000;0.000;0.000;0.000;0.000;0.000;0.307;0.144;0.023;0.517;0.000;0.000;0.009;-11.5;0.177
718;96.458;1134;1124;209;1101;321;13.0;38;0.855;0.99;5.12;2.37;1.47;0.46;0.65;0.41;0.25;7.95;1.16;jja;158.85;2.76;djf;311;0.029;0.017;0.851;0.000;0.000;0.005;4.31;4.02;0.76;0.19;0.85;0.72;0.64;0.64;0.48;0.077;0.09;0.380;0.397;0.223;0.138;0.015;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.945;0.000;0.000;0.055;0.000;0.000;0.000;-11.7;0.072
719;245.878;524;514;39;218;55;23.7;85;0.747;0.39;3.18;2.36;1.71;0.74;0.81;0.33;0.07;11.85;1.17;jja;190.60;3.17;djf;231;0.705;0.000;0.248;0.000;0.000;0.036;3.80;3.30;0.77;0.32;0.98;0.66;17.50;1.30;0.54;0.234;0.20;0.418;0.309;0.273;0.063;0.050;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.075;0.048;0.877;0.000;0.000;0.000;-11.9;0.218
720;532.122;487;473;55;273;58;46.5;76;0.560;0.50;2.86;2.33;1.69;0.81;0.93;0.29;0.05;12.60;1.19;jja;196.40;3.31;djf;211;0.806;0.000;0.159;0.000;0.000;0.030;2.87;2.51;0.72;0.26;0.88;0.64;12.61;1.30;0.50;0.348;0.18;0.469;0.301;0.229;0.096;0.032;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.423;0.000;0.577;0.000;0.000;0.000;-11.6;0.220
721;1411.569;976;908;393;1825;223;72.0;11;0.588;0.75;4.77;2.30;1.54;0.48;0.67;0.37;0.21;8.05;1.20;jja;157.15;2.80;djf;313;0.235;0.011;0.465;0.000;0.057;0.044;3.72;3.53;0.73;0.11;0.88;0.84;3.65;0.75;0.48;0.066;0.11;0.441;0.350;0.209;0.116;0.019;sc;0.000;0.169;0.000;0.000;0.000;0.000;0.482;0.045;0.002;0.186;0.026;0.036;0.053;-11.7;0.103
722;1952.549;916;820;374;1855;206;83.4;13;0.598;0.71;4.66;2.30;1.61;0.49;0.67;0.37;0.18;7.90;1.19;jja;158.20;2.80;djf;231;0.274;0.008;0.475;0.000;0.043;0.046;3.73;3.50;0.74;0.14;0.89;0.81;4.93;0.85;0.48;0.086;0.12;0.429;0.352;0.220;0.108;0.017;sc;0.000;0.122;0.000;0.000;0.000;0.000;0.442;0.050;0.002;0.300;0.019;0.026;0.039;-11.6;0.124
723;941.662;1136;1087;358;1800;281;55.5;15;0.624;0.83;5.08;2.27;1.36;0.45;0.66;0.38;0.26;7.95;1.19;jja;155.00;2.73;djf;313;0.165;0.017;0.538;0.000;0.001;0.041;3.97;3.83;0.76;0.09;0.92;0.93;0.83;0.61;0.46;0.052;0.09;0.447;0.356;0.197;0.126;0.014;sc;0.000;0.253;0.000;0.000;0.000;0.000;0.596;0.036;0.000;0.021;0.040;0.054;0.000;-11.9;0.060
724;272.339;955;910;249;1345;260;20.8;3;0.893;0.70;5.13;2.29;1.65;0.45;0.62;0.37;0.18;8.90;1.19;jja;157.90;2.73;djf;313;0.175;0.003;0.699;0.000;0.004;0.026;4.26;3.96;0.77;0.20;0.89;0.75;1.22;0.86;0.49;0.052;0.13;0.393;0.381;0.226;0.114;0.019;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.672;0.114;0.000;0.214;0.000;0.000;0.000;-11.7;0.113
725;181.516;1018;993;251;1340;304;20.0;3;0.760;0.74;5.23;2.29;1.59;0.44;0.63;0.37;0.19;8.75;1.19;jja;156.25;2.74;djf;313;0.094;0.004;0.758;0.000;0.006;0.026;4.24;3.95;0.76;0.20;0.86;0.73;0.80;0.71;0.48;0.040;0.10;0.384;0.395;0.221;0.130;0.014;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.868;0.036;0.000;0.096;0.000;0.000;0.000;-11.7;0.084
726;89.507;832;754;192;1172;175;15.7;297;0.680;0.60;4.93;2.29;1.77;0.46;0.61;0.36;0.16;8.30;1.18;jja;160.10;2.78;djf;231;0.335;0.000;0.587;0.000;0.000;0.023;4.33;4.01;0.79;0.21;0.93;0.79;2.04;1.13;0.51;0.077;0.17;0.407;0.356;0.237;0.084;0.030;su;0.000;0.000;0.000;0.000;0.000;0.000;0.284;0.271;0.000;0.444;0.000;0.000;0.001;-11.8;0.171
728;6684.168;1264;1196;623;3278;292;130.8;22;0.705;0.72;4.72;2.13;1.24;0.45;0.57;0.36;0.28;7.35;1.12;jja;149.80;2.71;djf;312;0.212;0.119;0.430;0.009;0.006;0.039;3.33;3.16;0.69;0.10;0.85;0.84;3.18;0.65;0.47;0.060;0.10;0.471;0.333;0.196;0.119;0.017;sc;0.000;0.355;0.074;0.000;0.000;0.000;0.380;0.104;0.004;0.073;0.000;0.006;0.004;-12.0;0.067
729;362.754;1376;1333;526;2157;366;23.1;23;0.932;0.47;5.71;2.10;1.27;0.37;0.53;0.37;0.32;7.60;1.16;jja;150.50;2.67;djf;312;0.064;0.238;0.495;0.000;0.016;0.019;2.70;2.56;0.61;0.08;0.71;0.74;0.70;0.71;0.47;0.033;0.09;0.436;0.350;0.214;0.152;0.013;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.920;0.065;0.000;0.000;0.000;0.000;0.015;-11.8;0.076
730;954.172;1262;1225;396;2328;337;45.8;30;0.761;0.78;5.26;2.17;1.26;0.41;0.60;0.38;0.29;7.30;1.14;jja;153.45;2.73;djf;312;0.118;0.091;0.580;0.000;0.001;0.027;3.61;3.46;0.72;0.09;0.86;0.87;1.00;0.52;0.47;0.041;0.08;0.427;0.370;0.203;0.132;0.015;sc;0.000;0.324;0.000;0.000;0.000;0.000;0.656;0.000;0.000;0.000;0.000;0.020;0.000;-12.0;0.044
731;117.897;566;508;152;906;94;19.7;93;0.623;0.64;4.58;2.30;1.71;0.50;0.58;0.35;0.11;8.90;1.19;jja;165.00;2.87;djf;231;0.668;0.000;0.297;0.000;0.000;0.012;4.20;3.78;0.80;0.27;1.03;0.77;6.88;1.25;0.53;0.082;0.19;0.440;0.317;0.244;0.075;0.048;su;0.000;0.000;0.000;0.000;0.000;0.000;0.051;0.203;0.000;0.745;0.000;0.000;0.001;-11.9;0.211
732;523.408;466;469;24;152;58;39.0;76;0.662;0.37;2.92;2.30;1.62;0.79;0.96;0.34;0.04;12.15;1.15;jja;194.95;3.31;djf;211;0.801;0.000;0.162;0.000;0.000;0.036;2.46;2.12;0.69;0.24;0.83;0.62;13.39;1.30;0.47;0.465;0.16;0.487;0.288;0.225;0.107;0.005;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.948;0.000;0.052;0.000;0.000;0.000;-12.2;0.195
733;848.229;459;463;32;203;59;57.0;77;0.577;0.37;2.90;2.28;1.63;0.79;0.94;0.34;0.05;12.20;1.17;jja;195.20;3.31;djf;211;0.785;0.000;0.177;0.000;0.001;0.034;2.49;2.15;0.69;0.25;0.85;0.63;12.84;1.30;0.46;0.442;0.16;0.506;0.276;0.218;0.114;0.005;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.937;0.000;0.062;0.000;0.000;0.001;-12.1;0.196
734;216.722;587;565;124;652;102;22.7;201;0.733;0.52;2.78;2.18;1.57;0.78;0.75;0.15;0.11;12.90;1.18;NA;199.70;3.40;son;231;0.541;0.000;0.402;0.000;0.000;0.045;3.40;3.14;0.74;0.17;0.93;0.82;1.08;1.24;0.44;0.623;0.14;0.627;0.217;0.157;0.104;0.005;mt;0.000;0.539;0.445;0.000;0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-14.1;0.010
735;758.990;821;790;113;493;94;43.8;118;0.710;0.39;3.62;2.17;1.72;0.60;0.72;0.19;0.09;9.95;1.09;jja;180.15;3.27;djf;312;0.440;0.000;0.469;0.000;0.002;0.074;3.53;3.10;0.73;0.27;0.88;0.63;1.26;1.15;0.48;0.165;0.15;0.396;0.334;0.270;0.099;0.009;sc;0.000;0.191;0.083;0.000;0.000;0.000;0.250;0.243;0.206;0.025;0.000;0.001;0.000;-12.1;0.110
736;822.808;819;791;111;504;97;48.2;112;0.671;0.40;3.57;2.17;1.72;0.61;0.73;0.19;0.08;10.00;1.10;jja;180.70;3.28;djf;312;0.426;0.000;0.488;0.000;0.002;0.071;3.59;3.16;0.73;0.27;0.88;0.63;1.26;1.13;0.48;0.165;0.15;0.396;0.334;0.270;0.100;0.009;sc;0.000;0.177;0.077;0.000;0.000;0.000;0.292;0.239;0.190;0.023;0.000;0.003;0.000;-12.1;0.108
737;2582.004;773;764;107;608;93;92.6;93;0.619;0.39;3.16;2.17;1.77;0.69;0.81;0.24;0.08;10.60;1.13;jja;183.55;3.26;djf;312;0.441;0.000;0.464;0.000;0.002;0.067;3.64;3.27;0.73;0.26;0.89;0.67;3.27;1.05;0.48;0.212;0.14;0.414;0.323;0.262;0.104;0.010;sc;0.000;0.056;0.024;0.000;0.000;0.000;0.563;0.160;0.061;0.134;0.000;0.001;0.000;-11.9;0.108
738;4009.723;727;725;116;665;82;118.9;82;0.601;0.40;3.10;2.19;1.76;0.71;0.84;0.26;0.07;10.45;1.14;jja;184.45;3.27;djf;211;0.505;0.000;0.409;0.000;0.003;0.059;3.57;3.20;0.73;0.26;0.89;0.66;5.73;1.09;0.48;0.238;0.14;0.432;0.312;0.256;0.104;0.014;sc;0.000;0.036;0.016;0.000;0.000;0.000;0.500;0.178;0.039;0.229;0.000;0.002;0.000;-11.8;0.125
739;263.267;626;626;63;289;57;40.7;349;0.449;0.43;3.07;2.27;1.82;0.74;0.84;0.28;0.06;11.85;1.19;jja;193.60;3.27;djf;312;0.572;0.000;0.381;0.000;0.000;0.032;3.86;3.32;0.76;0.32;0.98;0.65;14.63;1.30;0.46;0.333;0.16;0.532;0.272;0.196;0.084;0.006;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.297;0.000;0.703;0.000;0.000;0.000;-11.2;0.238
740;16.807;1009;1018;66;338;176;8.2;78;0.566;0.41;3.96;2.06;1.76;0.52;0.51;0.14;0.10;9.60;1.14;son;176.15;3.25;djf;312;0.331;0.000;0.669;0.000;0.000;0.000;4.04;3.60;0.75;0.23;0.86;0.68;1.00;1.24;0.47;0.041;0.16;0.428;0.351;0.220;0.103;0.008;mt;0.000;0.851;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-14.1;0.010
741;309.742;733;693;108;524;79;22.8;333;0.871;0.51;3.75;2.29;1.81;0.61;0.65;0.24;0.10;11.45;1.19;jja;185.90;3.18;djf;231;0.575;0.000;0.333;0.000;0.003;0.035;4.09;3.71;0.78;0.24;1.02;0.80;13.27;1.28;0.50;0.153;0.18;0.423;0.314;0.263;0.079;0.024;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.273;0.000;0.727;0.000;0.000;0.000;-11.5;0.228
742;321.949;596;591;57;296;58;30.9;74;0.656;0.39;2.71;2.23;1.61;0.82;0.91;0.21;0.06;11.55;1.13;jja;194.90;3.42;djf;211;0.606;0.000;0.345;0.000;0.000;0.044;3.68;3.37;0.74;0.25;0.89;0.67;1.63;0.90;0.49;0.254;0.12;0.348;0.356;0.296;0.099;0.012;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.772;0.084;0.000;0.145;0.000;0.000;0.000;-11.9;0.094
743;154.410;775;776;40;263;91;18.1;169;0.775;0.32;2.88;2.15;1.73;0.75;0.82;0.23;0.08;11.35;1.14;jja;189.95;3.29;djf;231;0.593;0.000;0.337;0.000;0.000;0.063;3.71;3.47;0.73;0.21;0.91;0.75;1.15;0.93;0.48;0.173;0.12;0.386;0.335;0.279;0.108;0.012;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
744;1284.414;816;799;103;552;105;61.4;96;0.659;0.39;3.32;2.17;1.73;0.65;0.76;0.20;0.08;10.50;1.13;jja;184.30;3.29;djf;312;0.407;0.000;0.507;0.000;0.001;0.073;3.66;3.26;0.73;0.27;0.88;0.65;1.38;1.03;0.48;0.163;0.14;0.393;0.339;0.269;0.104;0.010;sc;0.000;0.113;0.049;0.000;0.000;0.000;0.482;0.218;0.122;0.015;0.000;0.002;0.000;-12.0;0.099
746;88.334;644;646;41;255;60;21.3;6;0.497;0.42;3.13;2.28;1.82;0.73;0.82;0.28;0.07;12.30;1.18;jja;194.00;3.27;djf;231;0.729;0.000;0.235;0.000;0.000;0.036;3.36;2.92;0.74;0.26;0.98;0.73;9.55;1.30;0.46;0.195;0.16;0.536;0.263;0.201;0.100;0.005;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.160;0.000;0.840;0.000;0.000;0.000;-12.0;0.220
747;136.338;673;676;41;211;57;19.5;23;0.674;0.45;3.26;2.26;1.79;0.69;0.76;0.27;0.07;12.00;1.19;jja;193.05;3.27;djf;231;0.611;0.000;0.348;0.000;0.000;0.020;4.14;3.61;0.78;0.31;1.04;0.72;15.00;1.30;0.45;0.238;0.16;0.543;0.268;0.188;0.083;0.006;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000;0.843;0.000;0.000;0.000;-11.3;0.236
748;82.129;777;756;76;337;112;15.1;119;0.676;0.33;2.95;2.16;1.72;0.73;0.86;0.19;0.08;11.40;1.12;jja;191.55;3.36;djf;312;0.434;0.000;0.457;0.000;0.000;0.083;3.59;3.16;0.73;0.28;0.91;0.64;1.01;0.81;0.49;0.192;0.11;0.348;0.359;0.292;0.109;0.013;sm;0.000;0.000;0.000;0.000;0.000;0.000;0.427;0.573;0.000;0.000;0.000;0.000;0.000;-12.2;0.135
749;857.943;818;791;109;507;98;49.0;110;0.674;0.40;3.54;2.17;1.72;0.61;0.74;0.19;0.08;10.20;1.11;jja;181.10;3.28;djf;312;0.420;0.000;0.494;0.000;0.001;0.070;3.62;3.18;0.73;0.27;0.88;0.63;1.26;1.12;0.48;0.165;0.15;0.395;0.335;0.270;0.100;0.009;sc;0.000;0.169;0.074;0.000;0.000;0.000;0.304;0.247;0.182;0.022;0.000;0.002;0.000;-12.1;0.108
750;93.129;787;789;38;239;93;12.4;179;0.879;0.33;2.83;2.15;1.73;0.76;0.81;0.21;0.08;11.55;1.14;jja;190.85;3.30;djf;231;0.614;0.000;0.329;0.000;0.000;0.046;3.80;3.56;0.74;0.21;0.91;0.75;1.14;1.01;0.49;0.167;0.13;0.388;0.321;0.291;0.101;0.011;sc;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;-11.8;0.060
751;94.754;583;593;49;201;51;24.4;355;0.450;0.49;2.91;2.28;1.85;0.78;0.93;0.29;0.06;11.55;1.16;NA;194.35;3.32;djf;211;0.685;0.000;0.229;0.000;0.000;0.045;3.23;2.79;0.73;0.29;0.91;0.63;18.37;1.30;0.46;0.344;0.16;0.515;0.285;0.200;0.082;0.005;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.306;0.000;0.694;0.000;0.000;0.000;-11.4;0.228
752;29.831;907;910;51;276;115;9.1;110;0.679;0.30;3.87;2.12;1.74;0.55;0.61;0.18;0.10;9.50;1.12;jja;176.45;3.22;djf;312;0.357;0.000;0.621;0.000;0.000;0.022;3.95;3.41;0.74;0.29;0.86;0.60;1.00;1.23;0.47;0.123;0.16;0.433;0.351;0.216;0.115;0.008;mt;0.000;0.495;0.056;0.000;0.000;0.000;0.000;0.000;0.449;0.000;0.000;0.000;0.000;-14.3;0.090
753;152.566;686;675;35;161;55;14.3;104;0.972;0.51;3.44;2.29;1.79;0.67;0.70;0.26;0.08;12.20;1.19;jja;192.25;3.24;djf;231;0.674;0.000;0.207;0.000;0.006;0.029;3.81;3.42;0.77;0.24;1.04;0.81;15.92;1.30;0.52;0.130;0.19;0.461;0.299;0.240;0.079;0.043;su;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.117;0.000;0.883;0.000;0.000;0.000;-11.7;0.226
754;24.153;631;648;57;236;93;6.5;129;0.847;0.24;2.74;2.20;1.69;0.80;0.85;0.16;0.07;10.80;1.13;jja;194.70;3.45;djf;312;0.140;0.000;0.757;0.000;0.000;0.095;4.32;3.87;0.75;0.33;0.87;0.57;1.02;0.91;0.48;0.227;0.12;0.377;0.354;0.269;0.104;0.012;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.679;0.000;0.000;0.321;0.000;0.000;0.000;-12.0;0.112
755;145.333;819;832;79;394;113;26.9;149;0.505;0.39;3.04;2.16;1.77;0.71;0.80;0.27;0.08;10.85;1.12;jja;187.00;3.26;djf;311;0.306;0.000;0.478;0.000;0.000;0.123;3.46;3.21;0.72;0.22;0.88;0.71;1.06;0.85;0.48;0.159;0.11;0.383;0.348;0.269;0.114;0.013;sc;0.000;0.000;0.000;0.000;0.000;0.000;0.983;0.017;0.000;0.000;0.000;0.000;0.000;-11.8;0.062
